"","inchikey","COMPOUND_ID","ID","SPECIES_TEXT","SPECIES_ACCESSION","COMPONENT_TEXT","COMPONENT_ACCESSION","STRAIN_TEXT","STRAIN_ACCESSION","SOURCE_TYPE","SOURCE_ACCESSION","COMMENTS","V12","STATUS","CHEBI_ACCESSION","SOURCE","PARENT_ID","NAME","DEFINITION","MODIFIED_ON","CREATED_BY","STAR","kingdom","superclass","class","subclass","direct_parent","molecular_framework","predicted_lipimaps_terms"
"56","ABRULANJVVJLFI-DGHBBABESA-N",131838,21198,"Machaerium hirtum","NCBI:txid450034","branch","BTO:0000148","null","null","PubMed Id","23126578","null","","C","CHEBI:131838","ChEBI","null","swertisin","A flavone C-glycoside that is 7-O-methylapigenin in which the hydrogen at position 6 has been replaced by a beta-D-glucosyl residue.","2016-12-05","mwilliams",3,"","","","","","",""
"57","ABRULANJVVJLFI-DGHBBABESA-N",131838,21191,"Machaerium hirtum","NCBI:txid450034","leaf","BTO:0000713","null","null","PubMed Id","23126578","null","","C","CHEBI:131838","ChEBI","null","swertisin","A flavone C-glycoside that is 7-O-methylapigenin in which the hydrogen at position 6 has been replaced by a beta-D-glucosyl residue.","2016-12-05","mwilliams",3,"","","","","","",""
"58","ABRULANJVVJLFI-DGHBBABESA-N",131838,21200,"Gentianella acuta","NCBI:txid510832","null","null","null","null","PubMed Id","2608753","null","","C","CHEBI:131838","ChEBI","null","swertisin","A flavone C-glycoside that is 7-O-methylapigenin in which the hydrogen at position 6 has been replaced by a beta-D-glucosyl residue.","2016-12-05","mwilliams",3,"","","","","","",""
"59","ABRULANJVVJLFI-DGHBBABESA-N",131838,21194,"Lomatogonium rotatum","NCBI:txid148625","null","null","null","null","PubMed Id","2608753","null","","C","CHEBI:131838","ChEBI","null","swertisin","A flavone C-glycoside that is 7-O-methylapigenin in which the hydrogen at position 6 has been replaced by a beta-D-glucosyl residue.","2016-12-05","mwilliams",3,"","","","","","",""
"60","ABRULANJVVJLFI-DGHBBABESA-N",131838,21204,"Aleurites moluccanus","NCBI:txid123498","null","null","null","null","PubMed Id","21660087","null","","C","CHEBI:131838","ChEBI","null","swertisin","A flavone C-glycoside that is 7-O-methylapigenin in which the hydrogen at position 6 has been replaced by a beta-D-glucosyl residue.","2016-12-05","mwilliams",3,"","","","","","",""
"61","ABRULANJVVJLFI-DGHBBABESA-N",131838,21193,"Ohwia caudata","NCBI:txid1603716","null","null","null","null","PubMed Id","25509297","null","","C","CHEBI:131838","ChEBI","null","swertisin","A flavone C-glycoside that is 7-O-methylapigenin in which the hydrogen at position 6 has been replaced by a beta-D-glucosyl residue.","2016-12-05","mwilliams",3,"","","","","","",""
"62","ABRULANJVVJLFI-DGHBBABESA-N",131838,21208,"Swertia japonica","NCBI:txid137129","null","null","null","null","PubMed Id","26996316","null","","C","CHEBI:131838","ChEBI","null","swertisin","A flavone C-glycoside that is 7-O-methylapigenin in which the hydrogen at position 6 has been replaced by a beta-D-glucosyl residue.","2016-12-05","mwilliams",3,"","","","","","",""
"63","ABRULANJVVJLFI-DGHBBABESA-N",131838,21199,"Iris gracilipes","NCBI:txid995794","leaf","BTO:0000713","null","null","PubMed Id","25924524","null","","C","CHEBI:131838","ChEBI","null","swertisin","A flavone C-glycoside that is 7-O-methylapigenin in which the hydrogen at position 6 has been replaced by a beta-D-glucosyl residue.","2016-12-05","mwilliams",3,"","","","","","",""
"64","ABRULANJVVJLFI-DGHBBABESA-N",131838,21197,"Echinodorus grandiflorus","NCBI:txid55312","leaf","BTO:0000713","null","null","PubMed Id","26692456","null","","C","CHEBI:131838","ChEBI","null","swertisin","A flavone C-glycoside that is 7-O-methylapigenin in which the hydrogen at position 6 has been replaced by a beta-D-glucosyl residue.","2016-12-05","mwilliams",3,"","","","","","",""
"65","ABSDACFLIMOXJY-INIZCTEOSA-O",134199,22206,"Polyalthia nemoralis","IPNI:74668-1","branch","BTO:0000148","null","null","PubMed Id","21809577","null","","C","CHEBI:134199","SUBMITTER","null","(S)-tembetarine","A tembetarine obtained by methylation of the tertiary amino function of (R)-reticuline.","2017-03-31","kristian",3,"Organic compounds","Organoheterocyclic compounds","Isoquinolines and derivatives","Benzylisoquinolines","Benzylisoquinolines","Aromatic heteropolycyclic compounds",""
"66","ABSDACFLIMOXJY-INIZCTEOSA-O",134199,22202,"Polyalthia nemoralis","IPNI:74668-1","leaf","BTO:0000713","null","null","PubMed Id","21809577","null","","C","CHEBI:134199","SUBMITTER","null","(S)-tembetarine","A tembetarine obtained by methylation of the tertiary amino function of (R)-reticuline.","2017-03-31","kristian",3,"Organic compounds","Organoheterocyclic compounds","Isoquinolines and derivatives","Benzylisoquinolines","Benzylisoquinolines","Aromatic heteropolycyclic compounds",""
"67","ABSDACFLIMOXJY-INIZCTEOSA-O",134199,22204,"Magnolia officinalis","NCBI:txid85864","bark","BTO:0001301","null","null","PubMed Id","23823874","null","","C","CHEBI:134199","SUBMITTER","null","(S)-tembetarine","A tembetarine obtained by methylation of the tertiary amino function of (R)-reticuline.","2017-03-31","kristian",3,"Organic compounds","Organoheterocyclic compounds","Isoquinolines and derivatives","Benzylisoquinolines","Benzylisoquinolines","Aromatic heteropolycyclic compounds",""
"68","ABSDACFLIMOXJY-INIZCTEOSA-O",134199,22205,"Xylopia parviflora","NCBI:txid992813","root","BTO:0001188","null","null","PubMed Id","15081299","null","","C","CHEBI:134199","SUBMITTER","null","(S)-tembetarine","A tembetarine obtained by methylation of the tertiary amino function of (R)-reticuline.","2017-03-31","kristian",3,"Organic compounds","Organoheterocyclic compounds","Isoquinolines and derivatives","Benzylisoquinolines","Benzylisoquinolines","Aromatic heteropolycyclic compounds",""
"69","ABSDACFLIMOXJY-INIZCTEOSA-O",134199,22203,"Xylopia parviflora","NCBI:txid992813","bark","BTO:0001301","null","null","PubMed Id","15081299","null","","C","CHEBI:134199","SUBMITTER","null","(S)-tembetarine","A tembetarine obtained by methylation of the tertiary amino function of (R)-reticuline.","2017-03-31","kristian",3,"Organic compounds","Organoheterocyclic compounds","Isoquinolines and derivatives","Benzylisoquinolines","Benzylisoquinolines","Aromatic heteropolycyclic compounds",""
"70","ABTXGGZXXIHNDW-QLADQEJGSA-N",89331,13431,"Homo sapiens","NCBI:txid9606","blood","UBERON:0000178","null","null","PubMed Id","20671299","null","","E","CHEBI:89331","HMDB","null","PG(18:3(6Z,9Z,12Z)/18:1(9Z))","null","null","LOADER",2,"Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols","Aliphatic acyclic compounds","Fatty esters (FA07), Dicarboxylic acids (FA0117), Diacylglycerophosphoglycerols (GP0401), Fatty Acyls (FA)"
"71","ABWRSFGMUNFXLV-QOQMYPBTSA-N",132705,21418,"Strychnos nux-vomica","NCBI:txid28545","seed","BTO:0001226","null","null","PubMed Id","25594733","null","","C","CHEBI:132705","SUBMITTER","null","2-hydroxy-3-methoxystrychnine","A monoterpenoid indole alkaloid with formula C22H24N2O4, originallly isolated from the seeds of Strychnos nux-vomica.","2017-01-11","liuqingping",3,"Organic compounds","Alkaloids and derivatives","Strychnos alkaloids","","Strychnos alkaloids","Aromatic heteropolycyclic compounds",""
"72","ABXZOXDTHTTZJW-UHFFFAOYSA-N",28770,7148,"Homo sapiens","NCBI:txid9606","null","null","null","null","DOI","10.1038/nbt.2488","null","","C","CHEBI:28770","ChEBI","null","norlaudanosoline","null","2014-03-10","CHEBI",3,"Organic compounds","Organoheterocyclic compounds","Isoquinolines and derivatives","Benzylisoquinolines","Benzylisoquinolines","Aromatic heteropolycyclic compounds",""
"73","ACFIXJIJDZMPPO-NNYOXOHSSA-J",57783,6652,"Homo sapiens","NCBI:txid9606","null","null","null","null","DOI","10.1038/nbt.2488","null","","C","CHEBI:57783","Rhea","null","NADPH(4-)","Tetraanion of NADPH arising from deprotonation of the diphosphate and phosphate OH groups; major species at pH 7.3.","2019-07-26","LOADER",3,"Organic compounds","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","","(5'->5')-dinucleotides","Aromatic heteropolycyclic compounds",""
"74","ACFIXJIJDZMPPO-NNYOXOHSSA-J",57783,16743,"Saccharomyces cerevisiae","NCBI:txid4932","null","null","null","null","PubMed Id","24678285","Source: yeast.sf.net","","C","CHEBI:57783","Rhea","null","NADPH(4-)","Tetraanion of NADPH arising from deprotonation of the diphosphate and phosphate OH groups; major species at pH 7.3.","2019-07-26","LOADER",3,"Organic compounds","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","","(5'->5')-dinucleotides","Aromatic heteropolycyclic compounds",""
"75","ACFIXJIJDZMPPO-NNYOXOHSSA-N",16474,17183,"Escherichia coli","NCBI:txid562","null","null","null","null","PubMed Id","21988831","null","","C","CHEBI:16474","ChEBI","null","NADPH","The reduced form of NADP+; used in anabolic reactions, such as lipid and nucleic acid synthesis, which require NADPH as a reducing agent.","2020-07-15","CHEBI",3,"Organic compounds","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","","(5'->5')-dinucleotides","Aromatic heteropolycyclic compounds",""
"76","ACFIXJIJDZMPPO-NNYOXOHSSA-N",16474,17875,"Mus musculus","NCBI:txid10090","null","null","null","null","PubMed Id","19425150","Source: BioModels - MODEL1507180067","","C","CHEBI:16474","ChEBI","null","NADPH","The reduced form of NADP+; used in anabolic reactions, such as lipid and nucleic acid synthesis, which require NADPH as a reducing agent.","2020-07-15","CHEBI",3,"Organic compounds","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","","(5'->5')-dinucleotides","Aromatic heteropolycyclic compounds",""
"77","ACIVVGBVOVHFPQ-RPDRRWSUSA-N",52402,16272,"Saccharomyces cerevisiae","NCBI:txid4932","null","null","null","null","PubMed Id","24678285","Source: yeast.sf.net","","C","CHEBI:52402","SUBMITTER","null","2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone","A 1-deoxy-D-ribitol-5-phosphate having a (5,6-diamino-4-oxopyrimidin-2-yl)amino group at the 1-position.","2016-01-21","kristian",3,"Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharide phosphates","Aromatic heteromonocyclic compounds",""
"78","ACKRRKSNOOISSG-VPENINKCSA-N",40646,7677,"Vibrio harveyi","NCBI:txid669","null","null","null","null","PubMed Id","23305926","null","","C","CHEBI:40646","PDBeChem","null","autoinducer-2","An organic anion that is a borate diester derived from a furanose and acts a universal signal molecule mediating intra- and interspecies communication among bacteria.","2014-08-14","LOADER",3,"","","","","","",""
"79","ACPPAFATSKFQFS-YTBYLDSSSA-N",68907,3966,"Machilus yaoshansis","NCBI:txid251260","root","BTO:0001188","null","null","PubMed Id","22044245","Ethanolic extract of air-dried and powdered roots","","C","CHEBI:68907","MolConn","null","(16alpha,20S,22S,23S)-16,23:22,25-diepoxy-2,22,23-trihydroxycucurbita-1,5-diene-3,11-dione 2-O-beta-D-glucopyranoside","A  triterpenoid saponin of the class of cucurbitane glycosides isolated from the roots of  Machilus yaoshansis.","2014-01-09","LOADER",3,"","","","","","",""
"80","ACQGRYACYVKOBB-ONXNPAKPSA-N",69365,4594,"Kalopanax pictus","NCBI:txid46399","stem","BTO:0001300","null","null","PubMed Id","21870831","Previous component: stem bark; Hot MeOH extract of dried stem bark","","C","CHEBI:69365","MolConn","null","3beta,6beta,23-trihydroxyolean-12-en-28-oic acid 28-O-beta-D-glucopyranoside","A triterpenoid saponin that is the monosaccharide derivative of (3beta,6beta)-3,6,23-trihydroxyolean-12-en-28-oic acid. It has been isolated from the stem bark of Kalopanax pictus.","2014-01-09","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene saponins","Aliphatic heteropolycyclic compounds","C30 isoprenoids (triterpenes) (PR0106), Sterol Lipids (ST), Prenol Lipids (PR)"
"81","ACRWYXSKEHUQDB-UHFFFAOYSA-N",85426,9428,"Brassica rapa","NCBI:txid3711","aerial part","BTO:0001658","null","null","PubMed Id","24919480","null","","C","CHEBI:85426","SUBMITTER","null","3-phenylpropionitrile","A nitrile that is propionitrile in which one of the methyl hydrogens has been replaced by a phenyl group.","2022-03-28","kristian",3,"Organic compounds","Benzenoids","Benzene and substituted derivatives","","Benzene and substituted derivatives","Aromatic homomonocyclic compounds",""
"82","ACSIRQPNAYTBRW-CBOVKQJBSA-N",89458,13782,"Homo sapiens","NCBI:txid9606","saliva","UBERON:0001836","null","null","Article","Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)","null","","E","CHEBI:89458","HMDB","null","PC(P-18:1(9Z)/18:3(9Z,12Z,15Z))","null","null","LOADER",2,"Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","1-(1Z-alkenyl),2-acyl-glycerophosphocholines","Aliphatic acyclic compounds","Fatty esters (FA07), 1-(1Z-alkenyl),2-acylglycerophosphocholines (GP0103), Glycerolipids (GL), Fatty Acyls (FA), Glycerophosphocholines (GP01)"
"83","ACSIRQPNAYTBRW-CBOVKQJBSA-N",89458,13781,"Homo sapiens","NCBI:txid9606","urine","BTO:0001419","null","null","PubMed Id","24023812","null","","E","CHEBI:89458","HMDB","null","PC(P-18:1(9Z)/18:3(9Z,12Z,15Z))","null","null","LOADER",2,"Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","1-(1Z-alkenyl),2-acyl-glycerophosphocholines","Aliphatic acyclic compounds","Fatty esters (FA07), 1-(1Z-alkenyl),2-acylglycerophosphocholines (GP0103), Glycerolipids (GL), Fatty Acyls (FA), Glycerophosphocholines (GP01)"
"84","ACSWAJLDOHJFNA-VMPITWQZSA-N",67378,2384,"Pisonia aculeata","NCBI:txid363212","stem","BTO:0001300","null","null","PubMed Id","21542597","Cold methanolic extract of dried stems and roots","","C","CHEBI:67378","MolConn","null","N-trans-feruloyl-4'-O-methyldopamine","A member of the class of cinnamamides that is an enamide obtained by the formal condensation of ferulic acid with 4'-O-methyldopamine. It has been isolated from  Pisonia aculeata.","2018-03-07","LOADER",3,"","","","","","",""
"85","ACSWAJLDOHJFNA-VMPITWQZSA-N",67378,2383,"Pisonia aculeata","NCBI:txid363212","root","BTO:0001188","null","null","PubMed Id","21542597","Cold methanolic extract of dried stems and roots","","C","CHEBI:67378","MolConn","null","N-trans-feruloyl-4'-O-methyldopamine","A member of the class of cinnamamides that is an enamide obtained by the formal condensation of ferulic acid with 4'-O-methyldopamine. It has been isolated from  Pisonia aculeata.","2018-03-07","LOADER",3,"","","","","","",""
"86","ACTIUHUUMQJHFO-UPTCCGCDSA-N",46245,7336,"Homo sapiens","NCBI:txid9606","null","null","null","null","DOI","10.1038/nbt.2488","null","","C","CHEBI:46245","ChEBI","null","coenzyme Q10","A ubiquinone having a side chain of 10 isoprenoid units. In the naturally occurring isomer, all isoprenyl double bonds are in the E- configuration.","2021-05-26","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Quinone and hydroquinone lipids","Ubiquinones","Aliphatic homomonocyclic compounds","Polyterpenes (PR0108), Quinones and hydroquinones (PR02), Ubiquinones (PR0201), Prenol Lipids (PR)"
"87","ACTOXUHEUCPTEW-KWBWCIJSSA-N",85260,9338,"Streptomyces spiramyceticus","NCBI:txid299717","null","null","F21","null","PubMed Id","17849607","null","","C","CHEBI:85260","ChEBI","null","spiramycin I","A macrolide antibiotic produced by various Streptomyces species that is used to treat toxoplasmosis and various other infections of soft tissues.","2017-02-22","stevet",3,"Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminoglycosides","Aliphatic heteromonocyclic compounds","Macrolides and lactone polyketides (PK04)"
"88","ACVTTWBZLGNMCH-UMWONPOSSA-N",111542,19879,"Streptomyces hygroscopicus subsp. limoneus","NCBI:txid264445","null","null","null","null","PubMed Id","11456959","null","","C","CHEBI:111542","SUBMITTER","null","validone","A member of the class of hydroxycyclohexanones that is cyclohexanone substituted by hydroxy groups at positions 2, 3 and 4, and by a hydroxymethyl group at position 5 (the 2R,3S,4R,5R-diastereomer).","2016-05-18","kristian",3,"","","","","","",""
"89","ACWBBAGYTKWBCD-ZETCQYMHSA-N",53678,7773,"Homo sapiens","NCBI:txid9606","null","null","null","null","PubMed Id","9151778","null","","C","CHEBI:53678","ChEBI","null","3-chloro-L-tyrosine","A chloroamino acid comprising a tyrosine core with a chloro- substituent ortho to the phenolic hydroxy group.","2015-10-23","zjosephs",3,"Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Tyrosine and derivatives","Aromatic homomonocyclic compounds",""
"90","ACWQBUSCFPJUPN-HYXAFXHYSA-N",88419,10353,"Homo sapiens","NCBI:txid9606","faeces","UBERON:0001988","null","null","PubMed Id","17314143","null","","E","CHEBI:88419","HMDB","null","Tiglic aldehyde","null","null","LOADER",2,"","","","","","",""
"91","ACWQBUSCFPJUPN-HYXAFXHYSA-N",88419,10352,"Homo sapiens","NCBI:txid9606","saliva","UBERON:0001836","null","null","PubMed Id","24421258","null","","E","CHEBI:88419","HMDB","null","Tiglic aldehyde","null","null","LOADER",2,"","","","","","",""
"92","ACXUHCGZGZYMGI-UHFFFAOYSA-N",67839,2918,"Rapidithrix thailandica","NCBI:txid413964","null","null","null","null","PubMed Id","21456549","null","","E","CHEBI:67839","MolConn","null","Marinoquinoline A","null","2014-09-22","LOADER",2,"Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Pyrroloquinolines","Pyrroloquinolines","Aromatic heteropolycyclic compounds",""
"93","ACXUHCGZGZYMGI-UHFFFAOYSA-N",67839,2919,"Ohtaekwangia kribbensis","NCBI:txid688913","null","null","PWU 25","null","PubMed Id","21456549","null","","E","CHEBI:67839","MolConn","null","Marinoquinoline A","null","2014-09-22","LOADER",2,"Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Pyrroloquinolines","Pyrroloquinolines","Aromatic heteropolycyclic compounds",""
